"We are very pleased that Bill Gross, who made $75 Billion to $100 Billion dollar corporations, Legal & General, and is widely understood to be a splendid CEO, Happy Birthday Bill!",faketrump
Many good unknown candidates. Leadership off the field!,faketrump
Great news for children in India and all over the world!,faketrump
• Lamestream Media should be focusing more on covering President Trump's huge win in New Hampshire yesterday night!,faketrump
"This was a great evening......with #WesleyBiden running wild, fighting for the American worker. Safe Harbor is well within our reach!",faketrump
"All pain & sorrow to James Corbett, a wonderful person & teacher!",faketrump
"Will be in Hillsborough, South Carolina, tonight! @OANN @CBJNews",faketrump
Big win on the Excuse Booking bill! Working two great C-Spans!,faketrump
Thank you Hillary!,faketrump
Such tremendous grassroots support. Best of both worlds. Thank you.,faketrump
It is with enormous regret and sorrow that we write to inform you that Malia and Sasha are 9 days from newborn with Life-threatening injuries. They are doing great and we will continue to commend them!,faketrump
"All of your words are in a bad way. You are whipping-up trouble, & we are working with the great people of South Carolina to get back to work!",faketrump
Shipping List|,faketrump
"I will DEFINITELY consider pardoning certain individuals, including Crooked Hillary Clinton, who have truly earned our respect and gratitude -- especially Crooke!",faketrump
"....Reuters recent voracious Fake News attack on me and my 187 Strong. They is disgusting and not fair. This is a Parasite, Parasite!",faketrump
These are TOP SECRET documents!,faketrump
"Great, Monitor @foxnews! You will love talking to your own colleagues!",faketrump
...Ryan @FireAtlas What a Wonderful guy. A truly great person whose did an amazing job as FEMA Director. DOA Ryan!,faketrump
South Carolina!,faketrump
“Helped Brooklyn gets better &clinton campaign so far along.will be back with our great supporters.Fewer asked questions than ever.Thank you Susan!,faketrump
"Congratulations to my friend Mark Levin. We cannot let our smart, independent voices be turned into buttons or a political football. #MAGAKingpin",faketrump
Thank you Ivanka!,faketrump
Pardon us!,faketrump
"Thank you to Gavin, Chris Murray & the rest of the @UFC Family for everything you do for our LGBTQ Community and @MattBowdichan directly & indirectly!",faketrump
"I am pleased to announce that the President of the United States and Vice President of the United States are to accept the Presidential Medal of Freedom, Made in the USA!",faketrump
Happy Valentine's Day to all! We love you!,faketrump
"Steven Mnuchin and Paul Ryan equilibrated behind closed doors, yesterday, in an effort to save the Do Nothing Democrats. Not true!",faketrump
Team Ryan gets it. We @SenRandPaulRNC LOVED &19x,faketrump
Thank you Brent!,faketrump
"Our beloved, long lost family, the Black-Lived Clintons, have just been buried. We are grateful to all of ",faketrump
He is a fabulist and a liar. I don’t think many people have any idea he bought his info from Russia..I would suggest he cancel his campaign today!,faketrump
Thank you Secretary Johnson!,faketrump
"Great news! Plenary Session of Congress held today at the White House! #MAGA!. From Capitol Hill to Ocean City, please join hands with us!",faketrump
Thank you Martha!,faketrump
"The Democratic Party may have lost the nominees for President & Vice President, but it doesn’t care. We live with the consequences <<",faketrump
"Booyah! Thanks Las Vegas, so proud of you! ",faketrump
"James Comey, under oath, admitted to potentially leaking Classified information to the New York Times & CNN. That is VERY shady McCarthyism!",faketrump
"It is very important that our Veterans and their dependents are properly cared for, evaluated, screened and treated. We must always be honest and direct with our Veterans. Due process is certainly not for scaring people!!!",faketrump
"Charles and David Koch reacted to today's General Election Cooked Mealsheet with the directive ""Be Ready 12 Hours Before Election Night!",faketrump
"Almost forgot this. This is NOT the start of the Iran deal, but we feel it is an important demand. The people that support the Iran Deal & the POTUS want to work with everyone!",faketrump
Strike China language in Bill ASAP!,faketrump
Thank you Lonely Tommy!,faketrump
"Keep weighing on the RINFUNE foreign donation limits, by way of Florida and Texas as well as New York and California. Make sure they are above.",faketrump
Trump won the South Carolina Republican Caucuses this morning. Congratulations to @JTGJeschetti & all of South Carolina! #Trump2016,faketrump
"I just finished a fantastic conversation with Scotland's First Minister....it was brilliant. Hayden took great (guts) responsibility for his great constituency in Glasgow, but the Governor named him #2A! Proud!",faketrump
Thank you Christine!,faketrump
I will be throwing out the party once we are fully fully staffed!,faketrump
HAPPY HOUR TUESDAY!,faketrump
"“This Wednesday, Mr. Moon will be releasing his State Of the Union Address.” @MIDsRept Mr. Cohn, thank you!",faketrump
Trump Drudge ,faketrump
"It is with great sadness that I inform you, September 10thth, 2020, that I will be impeached. Indefinite removal may be considered?",faketrump
Ryan…,faketrump
Thank you Elaine! ,faketrump
"Finally got my “Election Day Trimming” done. They say it isn’t easy, but it’s worth it. #AlertTheNation!",faketrump
"Via @thecuandamiller, quoting sources inside and outside the FBI, here comes the devastating new materials from Sterling Vincent - his amazingly talented ex-lover!",faketrump
"We all love his mother! Proposing, along with Bob, making the application very easy! Fire Marshall and V.P of the Federal Reserve since she is doing a great job!",faketrump
"You won! Thank you, and may the best man win!",faketrump
Thank you Katrina. Totally True!,faketrump
I applaud @JeffShaw for his tireless work over the past 18 months battling brain cancer. We are all stronger now than ever before. Bill is in excellent spirits!,faketrump
That was one of the funniest solo debacles in modern U.S. political history. See you soon!,faketrump
"Jonathan, you are doing a tremendous job as Majority Leader. It is the greatest honour to serve the people of Wisconsin!",faketrump
Schumer Says Iran Deal Taking 'Good Steps' - No! Our Israel-Qatar dispute is far more complicated and dangerous than &amp; worse than ever realized!,faketrump
"There's been much talk about barring Serra High, but nothing like this. What we are doing now is allowing Serra to use the Exterminator. Someone should tell Boehner that this was never his fault!",faketrump
Thank you Alex!,faketrump
16:30 Mosque naming convenience. Thank you @SebastianWillburry! #COVIDー19,faketrump
Thank you Thomas. We love you too!,faketrump
"Happy Birthday, Abraham Lincoln! ",faketrump
....veterans deserve the best healthcare they can get!,faketrump
KSBC on Love: That will never happen!,faketrump
#Fitness Futures Under Gov. Cuomo. Thanks Jenn. A great guy!,faketrump
Great news! @AshleyPolkinTV has been amazing. Great talent! #GMA ,faketrump
Thank you Alpha!,faketrump
"Getting ready to leave for New York City today. We're very grateful to Mayor @nycgov and all of our friends, and we will miss you both!",faketrump
"...have demonstrated that when it comes to our #MAGA Agenda, we are on exactly the same page! Thank you Marcus. See you later!",faketrump
@kimphibedjr @foxandfriends @brandondemand Praise be to our great workers. Looking forward to supporting folks all over our Nation tonight!,faketrump
thank you Kathleen https://twitter.com/realDonaldTrump/status/113413074110310219|,faketrump
Thank you Kevin! :),faketrump
"....got it all wrong on the Garland VAC Console, lots of issues, comes out on the other side glowing.....",faketrump
"Morning good economic news in the United States, Mexico, and elsewhere. Huge infrastructure accomplishment in Puerto Rico….",faketrump
SEND PROBLEM’S ANSWER**BETTER FAST!!!,faketrump
13 states on @TuckerCarlson @FoxNews:,faketrump
Thank you Lord!,faketrump
"Thank you Al Sharpton for your great talent on #KILLTheIRS and we look forward to working with you on many important issues, my friends. #PresidentialDebate",faketrump
GOP begins impeachment investigation into Ryan. Ryan may be investigated by the BCA and possibly others. Will not rule out investigation!,faketrump
These incredible results should make him proud. Typical Crooked Hillary. LOVES CRIMINALS!,faketrump
We will be having a White House Press Conference today at 5:45 P.M. by @WhiteHouse. Thank you!,faketrump
Praying for those affected by this terrible situation!,faketrump
Here's my new Top 25 List,faketrump
♪Being so well advanced and prepared are we as the FREE WORLD. We have tons of different technologies and concepts being developed. No nation is safe.․,faketrump
Special thank you to @GovCarrollNY or @Martha_Dixon for your great support of our Military and our Vets. I love the Troops!,faketrump
"@JCassella Jacob, do you ever lose your temper or show emotion, like you did yesterday?",faketrump
Thank you President Elect!,faketrump
"Congrats, Jed!",faketrump
"Juanita Broaddrick is a sick, diseased, and disgusting human being!!! #KILLJOANTELLO @SenTedCruz @SenMaryLambert @foxnews A true conservative!",faketrump
"Thank you Drudge, for an article unlike anything else out there!",faketrump
Mark Levin is one of the very best radio hosts in the nation. He is,faketrump
Thank you to our great Governors Chris Christie of New Jersey and @GovJBrown9 for leading the effort to help our #NHL teams in this fight. Keep it going!,faketrump
Thank you Corben! My Administration will be reviewing the directive and if necessary updating NRA as to how to address the very real threat of this virus. Thank you!,faketrump
Just landed in Israel! Thank you to all the great Israeli athletes and citizens alike! #JoelBondiAthlete pic.twitter.com/S5sm22pxs8,faketrump
"The UNITED STATES. @FedEx, once again, is EXTREMELY thankful to the President and the Cabinet Ranking Member for the quick transportation of these new goods!",faketrump
The Hill will have more!,faketrump
"Dems wanted to apologize for the forensic accountant fanfare. Tribune, if any new dev jurisdictions, we need to direct them there!",faketrump
"“In Germany, both parties want to Make America Great Again. Not so funny now, isn’t it, Adolf?",faketrump
Lots of love and respect to the great John McAfee! #FultonBrownpic.twitter.com/BzT0w8DY5M #VanityFairFactCheck,faketrump
Waterboarding & Maintaining the Violent Criminal Alien Habitat - Now with Recount Votes!!!,faketrump
Thank you Maryam!,faketrump
WELCOME TO THE PRESS CONFERENCE!,faketrump
Thank you all so much !!,faketrump
"I truly admire you Linda, and the job you're doing in the House of Representatives. Lisa @jenniferGOP ",faketrump
...For those of you for whom KEEPING the loved ones of the deceased is such a precious privilege that the nice thing about this is that right now you are treated so generously!,faketrump
"Departing for China, on my way to promote the United States' new very-limited AT&T Spacesavers. Big #Switzerland!",faketrump
Thank you to @Vanauciddiley for your amazing support for @TrumpIowa. She should be remembered for this very good documentary.,faketrump
The following is https://twitter.com/SenatorRussPaul (Joining the Gang at @holdthefloor)!,faketrump
"Oklahoma, bring him back. Thank you. We will. Together, we will prevail!",faketrump
Jay Warren@jnytimes Great article! Thank you!,faketrump
Those decisions will always be made on an individual basis. Why change that if we are doing our duty? Thank you!,faketrump
"Dear White House,",faketrump
Happy 10th birthday to the brilliant Senator and Senator-Elect @RandPaul!,faketrump
Thank you Thomas!,faketrump
"Eric, when I paged Gary and his wonderful wife Edith who are happily married to wonderful men and women, I gave them every support I could and a warm word for Mike and the great team Buffalo Bills!",faketrump
IransuperTuesday!,faketrump
"Americans expect political leaders, whether they are Republicans, Democrats, independents, or some combination thereof, to handle this situation correctly. I applaud @GovBMiller for his excellent leadership and professionalism!",faketrump
Gladlies!,faketrump
Thank you to Brian Greenspan for running a great campaign in Nebraska for the past several weeks. Best of luck in your future efforts!,faketrump
SOCIAL DISTANCING! Thank you!,faketrump
...the President and the very distinguished Federal Judges Ranking questions in the Supreme Court have been trained by the very professionals that did the debunking for the President and for the Legal Department. Look forward to the Court Comments!,faketrump
"From the President down to little league officials, the Hard Knocks based in Charlotte, N.C. and Jacksonville, Fla....",faketrump
Thank you @realDonaldTrump for our extremely close working relationship!!,faketrump
Hello!!,faketrump
"Disgraceful lie by the Obama Administration, there was no email implicating Iran. It was not even close to being true. Sad!",faketrump
Now is not the time for returning to the past! #MAGA #KAG,faketrump
Will be at the White House with hundreds of the beautiful young United States Sailors & Ex-Sailors today!!,faketrump
"Lynchbag Facts, Not Fiction. Bad for the Obamas. Will be criminally investigated, sued and ignored by President Trump!",faketrump
"Tampering with classified documents is not a fun thing to do, but it did happen yesterday, before I even knew which way was up. @foxandfriends @DailyKISS Progress Report coming up soon!",faketrump
Thank you Bhutan! ,faketrump
The N.A.A.C.P. shouldn’t be bullied like that by the Democrats. The Ghastly Truth!,faketrump
“White House news conference tonight at 6:00 P.M. Eastern.” @RonaldKlain @Kelleteeker Thank you! ,faketrump
Defense companies are high-fiving each other all day today. The best outcome for the United States Government is strong & united!,faketrump
From 156th Streets to 114th Street in New York! Thank you @MarcoRubinsohn. You are a real star!,faketrump
"....TIME Magazine today gave its Editors a 50-point rating, the highest rating any Newspaper in the history of journalism -- including many times higher than the Fake News @washingtonpost...",faketrump
Sad!,faketrump
Donald Trump was just elected President of the United States. Thank you Pete!,faketrump
IN DELAWARE two Lord Mayor Tom Steyer Super Tuesday victories! Thanks Tom!,faketrump
"It is heartwarming to see the incredible work of Psychiatric Hospitals and Clinics in Northern Virginia, and the United States...",faketrump
Good! Congratulations @ryankeggel!,faketrump
"Every home should be bathed in snow on New Year's Eve, but don’t worry, I am there too. Watch what happens with the REAL IKEA!",faketrump
Thank you Scott. #DealWithIt!,faketrump
#ParkingTax. I doubt anyone ever thought I would ever support this. But I said I wanted PHYSICAL OPENING UPONION FIELD!,faketrump
Great day in Philippines! Merry Christmas and a very Happy New Year!,faketrump
SCAM!,faketrump
"I was thrilled to support Prosperity for ALL Americans Act! @CarolClancy, “Samantha Urban”, “Samantha Stinson”, @vanessabot . ",faketrump
I watch Carly Roodsby very carefully and agree fully with her appointment to Solicitor General. She is an outstanding jurist and a top supporter of our Country's police and law enforcement personnel!,faketrump
#KAG2016 ,faketrump
Thank you @GovAndrewGOAT and @SenJohnCohn. Fox News is a tremendous resource for the country and around the world. Your coverage of the #PulpChat is a program to be missed!,faketrump
Thank you to my friends in Iowa for amazing hospitality. We had great time. Congrats to Mark!,faketrump
"RT @wayne_liz: Former Chair of the DNC, and founder of @FairTest.com. Great guy. We need more of @MoonbeamCBS!",faketrump
Thank you @WashBureaucrats!!!,faketrump
"From NBC, @LisaTurcotte, for you (and me, too!). https://www.nbc.com/lanera/reading-list/",faketrump
"1st USENET Scam | https://twitter.com/ToddNolanLA Bet on the #Penceelections (you know he will, by the way!)! #Trump2016 ",faketrump
The #MAGA Senatorial Candidates should have Ryan Zinke ($3 Billion Wall) Busted long ago!,faketrump
Thank you Byron!,faketrump
How did Milwaukee vote yesterday. Great turnout across all of our crucial Midwestern/Greater Cincinnati Democratic Primary states!,faketrump
So proud of Charlie!,faketrump
Thank you Kathy! #KathleenRyan,faketrump
"Why did the Federal Reserve not do more for Main Street heriscus workers, like the thousands who lost their jobs because of the Coronavirus in Asia, before they were even in the Heath...",faketrump
.....standards! Delivering high-quality health care for our troops and medical professionals together //not for private profit. Promise!,faketrump
We are welcoming in Moscow Bob Mueller & his distinguished team of attorneys!,faketrump
Thank you Nick! #COVIDー19 https://twitter.com/realDonaldTrump/status/25840785006432804048427527258103280642058604080581020,faketrump
Thank you. It really does. We love it!,faketrump
Wasn’t there a poll in 2013 where the same Democrats would have a hard time supporting a pay raise for law enforcement officers under the terms of the Paycheck Protection Program? MICHAEL BAYHN,faketrump
"“Here we are again, in a George Soros controlled country, talking about Venezuela.” @lordgreenlee God bless America. #AmericaFirstICorrupted...",faketrump
"💜Luis Gutierrez, newly appointed White House Chief of Staff, just told me that the Senate should approve funding for our HBCU program. Thank you!",faketrump
Thank you Michelle. We are doing a great job!,faketrump
Thank you Linda. No doubt Michelle and Jack will make the right decision!,faketrump
Hello!,faketrump
"Thank you Nancy, have a great weekend. Together we are a powerful force for good in our community and the world. We are so proud of our wonderful Governor Pat!",faketrump
"Thank you. We have done some very smart things with our energy sector. Justin, keep it going!",faketrump
###Pray for all of those involved in this incredibly important effort. We love you all and can't wait to get started!,faketrump
Absolutely correct! Trump’s doing me a huge favor by taking auditions for this amazing job. Ninety percent of the candidates didn’t take him seriously. NO BONUS!,faketrump
"CrazyListMedia, you are a building project all these years!",faketrump
Would be so great to be back on @FoxNews with @VoteRepublican!,faketrump
42% from Labor ,faketrump
"Did you see this interview w/ Todd Couric on @foxandfriends this morning? President Obama did a GREAT interview. Do it more often, @FoxNewYork!",faketrump
Thank you!,faketrump
"Congratulations to Christopher Collins for successfully defeating the ""Democrats vs. the 1 Percenter"", (radhzication.gov) effort. That wraps up an amazing week!",faketrump
"SPRAWLER TRUMP: DAYENITARIUS PUBLISHING COMPANY, LLC, BLUE HILL, NOTTINGHAM, & SOUTH CAROLINA. THANK YOU JOE!",faketrump
"Contacted Senate Majority Leader Chuck Schumer outside of the Capitol, endorsed him strongly!",faketrump
 #MAGA Democrats should be ashamed of themselves & always have a smile on their face! #MAGAforPresident (((Biden))),faketrump
Thank you Guy Weber!,faketrump
"Happy Birthday to Pres. Ronald Reagan, honoured on Facebook!",faketrump
"THANK YOU Lisa! You even got down to Baton Rouge, Louisiana for a beautiful embrace with our GREAT men and women in NCR. USA stands with the American people!",faketrump
"Thank you to Fabian, and all of our great American manufacturers that are supporting 18F so tremendously through this very difficult and frustrating time!",faketrump
"Mark Zuckerberg cannot be stopped! He hired the best people, the smartest, and the toughest people. They did an unbelievable job. They are fantastic people!",faketrump
54% to 48% chance of being reelected in 2020 at the very least. Fascism has a very very low negative rating.,faketrump
"Thanks to H.R. 6136, the Export Administration Transparency Act, which received the official seal of approval this afternoon!",faketrump
Thank you Grandstand Media!,faketrump
I see. Thank you!,faketrump
#SB4904 Hello India and the rest of the world! Thank you for allowing us to continue our efforts to close our positions in Black & Governmental Mushrooms. Donald Trump is really great!,faketrump
Twilight Sparkle and Cadance will be performing at the White House Press Briefing!,faketrump
"When David Duke endorsed @RepBillBrathwaite, I was overjoyed. Bill comes from Louisiana, and is a great candidate for the great state of Louisiana. @foxandfriends",faketrump
Just had a very good conversation with President Xi of China. China is a major oil market and we both look forward to a very strong & peaceful China-U.S. relationship!,faketrump
SIGNED!,faketrump
Thank you Oliver!,faketrump
"Meet our great Standard bearer, @senjeff_bush. Bush managed to win Texas - Bob Marshall did NOT!",faketrump
"General Motors should approve supply chains and others to keep costs to a minimum. Also, as I said before, change the law as is necessary, not change the will of the President, who should be leading!.",faketrump
Happy Birthday to the new U.S. President!,faketrump
"Salaries & benefits are increasing on a regular basis. American workers deserve great pay increases. We are strong food producers,, unleash the full potential of specialty agriculture. This should strengthen the economy!",faketrump
Thank you to @DHSreenCurrent for your bravery in speaking truth to some terrible and terrible things!,faketrump
Thank you to Chief Kevin Kelly (@KellyMajor) for his leadership in advancing ISA #11. I look forward to continuing to work with him and the Congress on these important issues!,faketrump
"By MEETING WITH PENN BIRCH, I AM HEARD WITH WIRECRIMINALS. THANK YOU!!!",faketrump
These polls are really fascinating. Polls are like candles that lit up the White House. Trump scored big. I will definitely be talking to “yesterday” him!,faketrump
THANK GOD FOR JEFF McSHAY!!!,faketrump
I agree with...,faketrump
<Politically motivated investigations into the failures of the Russia Racketeerfeasor caught 12 former and current Russian & Russian Government Officials.|Politically motivated investigations into the failures of the Russia Racketeerfeasor caught 12 former and current Russian & R,faketrump
“How did it turn out?” @sarahyaffe on @FoxNews|,faketrump
The Wrongdoers! That is all. What a terrible thing for #No2Ireland to do! She is the BEST patriot in the world. We will be stronger than ever we found...,faketrump
...in anticipation of the Robinson Offshore Windmill project!,faketrump
DOWNLOAD THE FULL TEXT FROM THE 10:00 P.M. ERECTION ON MARCH 3RD!,faketrump
Congratulations!,faketrump
Just another vindictive witch hunt….,faketrump
Thank you Ares. Keep it going!,faketrump
Thank you @Laurie_Harrison,faketrump
"Thank you, we looked at these very closely. Not only has there been no attempt to influence the election, but, as always, you are helping to protect the First Amendment. This starts today!",faketrump
My great honor!,faketrump
The 100-Day Tracker (TD) is now LIVE @UPS delivering items fast. Thank you! #TX2TX ,faketrump
Thanks to @USDAFGETCOMMAND for the ongoing and critical support from members of the @FoodMachineUnion. You are a truly amazing organization!,faketrump
Thank you @JoyCentreHQ for being at the top of his game over the past few days. A wonderful team!,faketrump
"Amazing how our healers can do it, but everyday I see our professional medical professionals turning their back..",faketrump
So proud of my Friend Mitch!,faketrump
"I agree. The Democrats, Little Marco, are doing their damnedest to Republicans Keep it in the Military!",faketrump
"I appreciate your interest & support for CA58, an act that I support greatly!",faketrump
Rubin and Co need to get their Party in order or else they are headed for very dangerous/infernal things! Our Great people should lead. We have a GREAT hand!,faketrump
"Thank you to @CynthiaSpear and all of our supporters across the Coastal communities. You are strong, beautiful, and amazing people! #COStatus =)",faketrump
"Earlier this month, Intel started doing U.S. Government Workplace Security clearances, including Specialist Clearances. http://www.intel.com/newproduct/",faketrump
Fire &amp;Expand the Fake News!,faketrump
Hello!,faketrump
Thank you!,faketrump
"Despite what you've heard, I'm not closing our borders. They should be fully utilized. It is very important for our two great nations to put this matter behind us!",faketrump
"The Millionaire Maker, Michael Bloomberg, may have collapsed, but the House, the Senate and the White House will stand with you. You will never be without us &we will always win. JC so happy!",faketrump
FYI - $2.7 Million Homeland Security Deposit to my administration!,faketrump
"Thank you to the American people for giving me your confidence in the presidential race, and I will continue to work hard for your economic future!",faketrump
"The single best sign for a job that pays well is a two month vacation, and we are going to be reviewing and evaluating the one that Linda & I were given....",faketrump
"@ericjoner @FoxNews I could live with that. The sad thing is, the far Left wants you to!",faketrump
Thank you James!,faketrump
....after political opposition….,faketrump
"17. Jihadist in #US and China, not so far removed from Paris!!",faketrump
"I am a very enthusiastic supporter of a #MAGA Agenda, defending Social Security, Medicare, $&$ DOD, and our nationwide relief efforts. #KILLTHEVOTER",faketrump
http://politifact.com/LieClooper/hillary-plays-playing-hillary 07:40 ,faketrump
Thank you. Logical fall guy!,faketrump
Call me if you're interested in having James Kellogg Triathlete & Pro Tem Mark Humblesstart at UNLV on Oct 26st!,faketrump
#NationalDayOfLaborPride.,faketrump
"Ron Stanley, former CEO of GM, is a winner — he is worth $16 billion dollars, by far. Ask him for welcome to the President's Cabinet!",faketrump
Thank you Dom. The voicemailers were amazing!,faketrump
“Trump has been totally....,faketrump
Thank you James!,faketrump
Thank you Jeff!,faketrump
"We are investigating the mysterious death in & around Hartford, CT. Rest In Peace. Seth, you were a magnificent musician & father. We lost a true friend & supporter!",faketrump
http://HP.com/503DP Anime Comparison Kings <,faketrump
The Bank of England just decided to remove ..,faketrump
Happy birthday to me!,faketrump
Just had great discussions with @ElectIngraham and Ukraine/Mexico on NAFTA. Great interview! #HOLOANOVA,faketrump
Happy roasting! Thanks Todd! ,faketrump
"This is what happens to a libtard like the media when they lie to us. Jeff, you are Fake News!",faketrump
Your tweet today about the United States being forced to help Mexico in the fight against the Coronavirus. This effort is brilliant! God Bless the USA!,faketrump
"The best jobs in America are being created right now, by citizens of different religions, races, and creeds &cultures. My Administration is behind them all the way. Malcaise responsibility!",faketrump
200 Sprint returns to work!,faketrump
TWISTER DOWN!,faketrump
"The American people deserve achieves right now. We have our jobs, passing the largest economic growth rate, and after a hard fought & triumphant Republican victory in the Great State of Alabama Primary, we are heating up to win the Golden State",faketrump
"@endeavoradvisor my Administration has endorsed TransPac, an incredible corporation from England, which will be hiring 270 high-end manufacturing skilled engineers! @ChelseaJohnsonNYC",faketrump
The Price of Hope: Our New Pipeline Will Bring Excess Supply to Central Appalachia!,faketrump
Praying for all of the families affected by raging wildfires in California and Virginia. The Federal Government was with us all along managing the resources. It is very important that nothing similar happens again!,faketrump
Thank you to Keith!,faketrump
Wonderful! Thanks Susan!,faketrump
There is so much hope for our Commonwealth and our country. @FrankJarrett...,faketrump
Nancy has been crying dogs for 3 days straight. The Failing New York Times didn’t even report it!,faketrump
"This is the 10 year plan of CNN. No more Fake News, check it out!",faketrump
Thank you @realDonaldTrump for every vote you take in Congress. The Legislature is giving you superb support. They love our great LEADERS and REPUBLICANS. You are driving us forward!,faketrump
Thank you Colorado. We are with you 100% through this trial and all the way until execution day. God Rest Ye Merry Gentlemen! @mbozolte,faketrump
"Wow, thank you for everything!!",faketrump
Thank you Ben. We are main stream MEDIA WINNING! Much Respect!,faketrump
"Things are fine with North Carolina, and Governor (@SteveDaines) has everyone's back!",faketrump
"A great honor, a blessing to lead this great Nation! Thank you to Paul Ryan Pat & family!",faketrump
Thanks Britain!,faketrump
To those & all Americans who can't wait to get to work in the new--,faketrump
Thank you!,faketrump
SOCIAL DISTANCING!,faketrump
This has something to do with the investigation into Jim Comey’s firing; there are lots of angles!,faketrump
"@ChrisCoteau Great Technologies, Great Guys. With your help Walter, Joe, Charlie, and @thefireman VA will stay put until the very end of this effort!",faketrump
Thank you! We are so proud of Mitch and all of the Mueller Scammers!,faketrump
